,auctionDate,auctionId,auctionName,currency,genre,guaranteeLine,highEst,id,isSold,lowEst,medium,salePrice,title,type,auctionYear,lot_desc
2447,8-Apr-11,american-paintings-drawings-sculpture-n08719,American Paintings,USD,[],LOUIS CHARLES MOELLER,3000,84,TRUE,2000,[],4375,OLD MAN READING PAPER,[],2011,"signed Louis Moeller NA , l.r. oil on canvas 10 by 8 in. (25.4 by 20.3 cm.) Provenance  Castano Galleries, Boston Purchased from the above by the present owner, 1953"
2448,8-Apr-11,american-paintings-drawings-sculpture-n08719,American Paintings,USD,[],LOUIS CHARLES MOELLER,15000,86,FALSE,10000,[],17500,THE DUBIOUS TALE,[],2011,"signed Louis Moeller, N.A. , l.r. oil on canvas 30 by 48 in. (76.2 by 121.9 cm.) Provenance   Closson Galleries, Cincinnati, Ohio"
2449,8-Apr-11,american-paintings-drawings-sculpture-n08719,American Paintings,USD,[],ERNEST LAWSON,10000,88,TRUE,7000,[],12500,THE WINDING ROAD,[],2011,"signed E Lawson , l.r. oil on canvaslaid downon board 10 by 8 in. (25.4 by 20.3 cm.) Provenance   Private collection, Ohio"
2450,8-Apr-11,american-paintings-drawings-sculpture-n08719,American Paintings,USD,[],GEORGE WESLEY BELLOWS,25000,9,TRUE,15000,[],25000,KILL THE UMPIRE,[],2011,"inscribed George W. Bellows / e.s.b ., l.l. (by Emma Story Bellows, the artist's wife) ink on paper laid down on board 7 3/4 by 9 3/4 in. (19.6 by 24.7 cm.) Executed in 1906. Provenance   H.V. Allison &amp; Co., Inc., New York John L. Paxton (sold: Sotheby Parke Bernet, New York, March 19, 1969, lot 4) Mrs. Howard Weingrow (acquired at the above sale)"
2451,8-Apr-11,american-paintings-drawings-sculpture-n08719,American Paintings,USD,[],EMIL CARLSEN,20000,90,TRUE,15000,[],13750,PHEASANTS AND LARKS,[],2011,"signed Emil Carlsen , l.r.; signed Emil Carlsen , titled Pheasants and Larks and dated London 98 on the reverse oil on canvas 25 by 35 in. (63.5 by 88.9 cm) Provenance   Estate of Ketil Carlsen (the artist's nephew) Purchased from the above in 1945 by John Carlsen (a grand-nephew of the artist) By descent to the present owner from the above"
2452,8-Apr-11,american-paintings-drawings-sculpture-n08719,American Paintings,USD,[],EMIL CARLSEN,35000,92,TRUE,25000,[],31250,CHRYSANTHEMUMS,[],2011,"signed Emil Carlsen , l.r.; signed Emil Carlsen , titled Chrysanthemums and dated London 98 on the reverse oil on canvas 24 by 20 in. (61 by 50.8 cm) Provenance   Estate of Ketil Carlsen (the artist's nephew) Purchased from the above in 1945 by John Carlsen (a grand-nephew of the artist) By descent to the present owner from the above"
2453,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],SARAH MORRIS,35000,10,TRUE,25000,[],28125,GIRLS,[],2011,"signed, titled and dated '97 on the overlap gloss andhousehold paint on canvas 60 by 96 in. 152.4 by 243.8 cm. Provenance   Jay Jopling, London Acquired by the present owner from the above"
2454,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],NIKI DE SAINT PHALLE AND JEAN TINGUELY,7000,107,TRUE,5000,[],5000,TWO GREETING CARDS BY NIKI DE SAINT PHALLE AND ONE BY JEAN TINGUELY,[],2011,"each signed and dedicated To Brooks Two: stickers, marker and pen on paper; One:ink on paper i: 8 1/2 by 11 in. 21.6 by 27.9 cm.; ii: 6 1/8 by 14 1/8 in. 15.6 by 35.9 cm. iii: 6 1/8 by 9 1/8 in. 15.5 by 23.2 cm. Provenance   Acquired directly from the artist"
2455,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ANDREW LORD,4000,114,TRUE,3000,[],3750,UNTITLED,[],2011,"signed and dated 1992 charcoal on paper 30 by 22 1/4 in. 76.2 by 56.5 cm. Provenance   Gagosian Gallery, New York Acquired by the present owner from the above"
2456,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],RUSSELL YOUNG,18000,117,TRUE,12000,[],36250,MARILYN CRYING,[],2011,"signed, titled, dated BVII 2010 and inscribed white+ Cashred on the reverse acrylic and enamel screenprint withdiamond dust on canvas 62 by 47 1/2 in. 157.5 by 120.7 cm."
2457,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],RUSSELL YOUNG,8000,118,TRUE,6000,[],11250,COCO CHANEL,[],2011,"signed, titled, dated 2010 and inscribed ""and in a darkened underpass I thought oh god my chance has come at last, but then a strange fear gripped me and I just couldn't ask"" on the reverse acrylic,screenprint, enamel and diamond dust on canvas 42 by 33 3/4 in. 106.7 by 85.7 cm."
2458,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],GLENN LIGON,220000,13,TRUE,180000,[],374500,WHITE #12,[],2011,"signed, titled and dated 1994 on the reverse oilstick on canvas 60 1/4 by 48 1/8 in. 153 by 122.3 cm. Provenance  Acquired from the artist by the present owner"
2459,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],WILLIAM J. O&#39;BRIEN,15000,139,TRUE,10000,[],15000,UNTITLED,[],2011,"color pencil on paper 62 by 42 in. 157.5 by 106.7 cm. Executed in 2007. Provenance   Shane Campbell Gallery, Chicago Acquired by the present owner from the above"
2460,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],BERND & HILLA BECHER,20000,150,TRUE,15000,[],17500,PITTSBURGH,[],2011,"signed, titled and dated 1968 two gelatin silver prints each: 11 3/4 by 15 3/4 in. 29.8 by 40 cm. Provenance   Acquired from the artist by the previous owner By descent to the present owner"
2461,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ALYSON SHOTZ,7000,166,TRUE,5000,[],8750,FORCED BLOOM NO. 4,[],2011,"signed, dated 2006 and numbered 1/4 on the reverse lambda print on Fujiflex paper mounted on Plexiglas 57 by 47 1/2 in. 145 by 120.5 cm. Executed in 2006, this work is number 1 from an edition of 4, plus 1 artist's proof. Provenance   Derek Eller Gallery, New York Acquired by the present owner from the above in July 2006"
2462,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],SHEN HAN WU,15000,184,TRUE,10000,[],23750,ANCIENT VILLAGE 2,[],2011,"signed and dated 2003; titled on the reverse oil on canvas 28 by 22 in. 71.1 by 55.9 cm. Provenance   Gallery of the Art Renewal Center, Glenham Acquired by the present ownerfrom the above"
2463,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],WILLIAM NELSON COPLEY,50000,200,TRUE,30000,[],50000,SMALL SONATA,[],2011,"signed and dated 65 ; titledon the stretcher oil on canvas 38 by 51 in. 96.5 by 129.5 cm. Provenance   Hokin Gallery, Palm Beach Acquired by the present owner from the above"
2464,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],LOS CARPINTEROS: DABOBERTO RODRÍGUEZ SÁNCHEZ (B. 1969) AND MARCO ANTONIO...,15000,24,TRUE,12000,[],18750,PISCINA OLIMPICA (DYPTICO),[],2011,"signed, titled and dated 2004. watercolor on paper 29 3/4 by 88 in. 75.6 by 223.5 cm. Provenance   Havana Gallery, Havana Acquired by present owner from the above"
2465,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],JULES OLITSKI,18000,241,TRUE,12000,[],25000,ONCE ON SACKMAN STREET,[],2011,"signed and dated twice 2003 on the reverse acrylicon canvas 36 by 34 in. 91.5 by 86.4 cm. Provenance  Knoedler &amp; Co., New York Acquired by the present owner from the above"
2466,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],JULES OLITSKI,35000,245,TRUE,25000,[],40625,SECOND BROOM OF JOSEPH,[],2011,"signed and dated '80 on the reverse acrylic on canvas 38 by 89 1/2 in. 96.5 by 227.3 cm. Provenance  M. Knoedler &amp; Co., Inc., New York Acquired by the present owner from the above in April 1981"
2467,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ROBERT GRAHAM,12000,253,TRUE,8000,[],12500,LISA STUDY II,[],2011,"incised with the artist's signature bronze with green-brown patina 30 by 9 1/2 by 3 in. 76.2 by 24.1 by 7.6 cm. Executed in 1978, This work is an artist's proof from theedition of 5. Exhibited  Acquired from the artist by the present owner in 1980"
2468,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ROBERT GRAHAM,8000,254,TRUE,6000,[],11250,CYLINDER II,[],2011,"incised with the artist's signature, dated 1975 and numbered A/P bronze withbrown patina 14 1/8 by 6 in. 35.9 by 15.2 cm. This work is an artist proof from an edition of 6. Provenance   Asher Faure Gallery, Los Angeles Acquired by the present ownerfrom the above in 1980"
2469,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],AL HELD,8000,286,TRUE,6000,[],22500,UNTITLED,[],2011,"signed and dated 76 C.13 on the reverse crayon, charcoal,colored pencil, pencil andfelt-tip markeron paper laid down on linen 26 3/4 by 39 3/4 in. 67.9 by 101 cm. Provenance   Andr Emmerich Gallery, New York Acquired by the present owner from the above"
2470,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],JULES OLITSKI,40000,305,TRUE,30000,[],46875,MOAB PLAIN - 3,[],2011,"signed, titled and dated '75 on the reverse acrylic on canvas 27 7/8 by 105 in. 70.8 by 266.7 cm."
2471,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],YUEN YUEY CHINN,7000,321,TRUE,5000,[],25000,ITALIAN LANDSCAPE,[],2011,"signed and dated '57 ; signed again and titled on the reverse oil on canvas 35 by 26 in. 88.9 by 66 cm. Provenance  Kraushaar Galleries, New York"
2472,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],CRAIG KAUFFMAN,60000,48,TRUE,40000,[],146500,UNTITLED,[],2011,"acrylic lacquer on vacuum formed Plexiglas 18 by 54 by 10 in. 45.7 by 137.2 by 25.4 cm. Executed in 1967-1968. Provenance   Asher Faure Gallery, Los Angeles Acquired by the present owner from the above in 1981"
2473,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],KATE SHEPHERD,25000,5,TRUE,15000,[],18750,"DOUBLE WALL, ONE HUNDRED FAULTS, TWO REDS",[],2011,"enamel on panel; in 6 parts overall: 61 1/2 by 96 in. 156.2 by 243.8 cm. Executed in 2003. Provenance   Galerie Lelong, New York Acquired by the present owner from the above"
2474,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ED RUSCHA,7000,58,FALSE,5000,[],0,"BOW-TIE LANDSCAPES: BOW-TIE PALM SPRINGS, BOW-TIE RIVET, BOW-TIE SCREWHEAD...",[],2011,"each signed, dated 2003 and numbered 12/35 pigmented inkjet on paper I: 21 1/2 by 43 in. 54.6 by 109.2 cm. II, III, IV: 17 1/2 by 29 in. 44.5 by 73.7 cm. Published by Universal Limited Art Editions, Inc. Literature  Exh. Cat., New York, Whitney Museum of American Art, Ed Ruscha and Photography , June - September 2004, no. 285, p. 246, the first work illustrated in color"
2475,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ANGELO FILOMENO,15000,6,TRUE,10000,[],16250,PARASITE,[],2011,"signed and dated 2004 on the overlap embroidery on silk shantung stretched over linen with onyx and garnet 52 by 52 in. 132 by 132 cm. Provenance   Marianne Boesky Gallery, New York Acquired by the present owner from the above"
2476,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],UWE KOWSKI,12000,70,TRUE,8000,[],13750,BLASS,[],2011,"signed and dated 05 ; signed again, titled and dated again 2005 on the reverse oil on canvas 90 1/2 by 70 1/2 in. 229.9 by 179 cm. Provenance  Galerie Eigen + Art, Berlin and Leipzig"
2477,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],FRANK STELLA,60000,79,TRUE,40000,[],56250,GREEN SOLITAIRE,[],2011,"signed and dated '77 laquer, oil, glitter and paintstick on metal relief 18 by 23 by 4 in. 45.7 by 58.4 by 10.2 cm. Provenance   Leo Castelli Gallery, New York Irving Galleries, Palm Beach Acquiredby the present owner from the above in 1979-1980"
2478,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],JENNIFER BARTLETT,70000,81,FALSE,50000,[],0,BEE,[],2011,"signed and dated 1999 on the reverse oil on canvas 48 by 96 in. 121.9 by 243.8 cm. Provenance  Baldwin Gallery, Aspen Richard Gray Gallery, New York Acquired by the present owner from the above"
2479,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ROBERT RAUSCHENBERG,18000,85,TRUE,12000,[],11250,APRIL&#39;S FOOL,[],2011,"signed, titled, dated 86 and numbered IV solvent transfer on paper 11 1/4 by 8 3/4 in. 28.5 by 22.2 cm. Provenance   Ikon Art Corporation, Ltd., Los Angeles Acquired by the present owner from the above"
2480,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],ROSS BLECKNER,10000,86,FALSE,8000,[],0,UNTITLED (TWO WORKS),[],2011,"oil on paper Each: 16 by 12 in. 40.6 by 30.5 cm. The first executed in 1997. Provenance  Mary Boone Gallery, New York Acquired by the present owner from the above"
2481,9-Mar-11,contemporary-art-n08720,Contemporary Art,USD,[],JIM DINE,70000,98,TRUE,50000,[],62500,PALM TREE,[],2011,"signed and dated 1982 on the reverse acrylic, oil and sand on shaped canvas 138 by 108 in. 350.5 by 274.3 cm. Provenance  Christie's, New York, May 3, 1989, Lot 61 Acquired by the present owner from the above sale"
2482,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],AVIGDOR STEMATSKY,18000,104,FALSE,12000,[],0,NEGEV,[],2010,"signed Stematsky, signed in Hebrew and dated 62 (lower right); signed A. Stematsky and signed in Hebrew (on the reverse) oil on canvas 25 5/8 by 36 3/8 in. 65.2 by 92.4 cm. Painted in 1962. Provenance   Rose Sheskin Gallery, New York Acquired from the above, early 1960's Then by descent to the present owner"
2483,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],SAMUEL BAK,10000,114,TRUE,7000,[],8125,FIGURE IN A LANDSCAPE; LANDSCAPE WITH RUIN: 2 WORKS,[],2010,Quantity: 2 the second signed Bak (lower center) both oil on canvas 8 3/4 by 13 3/4 in.; 13 1/8 by 9 1/2 in. 22.3 by 35 cm.; 33.2 by 24.2 cm.
2484,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],LESSER URY,50000,5,TRUE,30000,[],37500,BRANDENBURG GATE,[],2010,"signed L. Ury (on the reverse) oil on paper mounted on canvas 9 by 13 in. 22.8 by 33 cm. Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder"">  Lesser Ury, born in Birnbaum, the eastern province of Posen in 1861, expressed an interest in art at a young age. At eighteen, he left forDsseldorfto study at the art academy and a year later traveled to Paris. It was there that Ury's interest in depicting the urban experience originated. Much of Ury's <i>oeuvre</i> is defined by his depictions of the Berlin metropolis. Emily Bilski notes that whereas Ury's contemporaries painted views of ""Old Berlin"", he chose to convey the life of the urbanite and the emerging modes of modernism, including transportation and electricity. He endeavored to show ""the particular blend of closeness and distance that characterizes human encounters in the public spaces of the street and the caf. Ury was mesmerized by the perceptual phenomena of pedestrians and horse-drawn carriages reflected in the wet asphalt of rain-swept streets, of street lamps casting long beams of light onto the boulevards at night, of electric light refracted off the mirrors and large windows of the city's cafes."" (quoted in<i>Berlin Metropolis Jews and the New Culture 1890-1918</i>, University of California Press, 1999, pgs 118-119)"
2485,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],ZORAN ANTONIO MUSIC,35000,67,TRUE,25000,[],37500,NOUS NE SOMMES PAS LES DERNIERS,[],2010,signed Music and dated 73 (lower left) acrylic on canvas 22 by 15 1/4 in. 55 by 38 cm. Painted in 1973. Provenance  Acquired directly from the artist
2486,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],LESSER URY,28000,7,TRUE,22000,[],34375,"TIERGARTEN, BERLIN",[],2010,"signed L. Ury (lower right) pastel on board 19 1/8 by 13 1/4 in. 48.5 by 33.5 cm. Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder"">  As Emily Bilski indicated in her essay <i>Images of Identity and Urban Life: Jewish Artists in Turn-of-the Century Berlin, </i>""Lesser Ury has been credited with being the first artist in Germany to depict the modern metropolis... His fascination with urban experience as a subject for his art seems to have originated during his Parisian sojourn... [when] he looked to the French Impressionists for inspiration."" ( Berlin Metropolis, Jews and the New Culture 1890-1918 , University of California Press, 1999, p.106-123) The present work is an example of Ury's masterly rendered urban landscapes, reflecting the beauty of the city surroundings and at the same time the relative solitude and isolation of the figures in it."
2487,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],ZORAN ANTONIO MUSIC,60000,70,TRUE,40000,[],59375,NOUS NE SOMMES PAS LES DERNIERS,[],2010,"signed Music and dated 74 (lower left); inscribed Patti (on the reverse) acrylic on canvas 29 by 23 3/4 in. 73 by 60 cm. Painted in 1974. Exhibited  New York, The Jewish Museum, An Artist's Response to Evil: ""We Are Not the Last"" by Zoran Music, March - June, 2002"
2488,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],BRUNO SCHULZ,12000,71,TRUE,8000,[],22500,UNTITLED,[],2010,graphite on paper 5 7/8 by 7 in. 15 by 17.8 cm. Provenance   Acquired by the original owner in Poland before 1939 Then by descent to the present owner
2489,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],BRUNO SCHULZ,12000,72,TRUE,8000,[],23750,WOMAN AND MAN,[],2010,graphite on paper 6 1/8 by 8 in. 15.6 by 20.3 cm. Provenance   Acquired by the original owner in Poland before 1939 Then by descent to the present owner
2490,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],ABRAHAM NEUMANN,8000,73,TRUE,6000,[],6250,THE NIGHT TRAIN,[],2010,signed A Neumann (lower right);inscribed Abraham Neumann (on the stretcher) oil on canvas 18 1/2 by 15 in. 47 by 38.2 cm.
2491,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],EFROIM SEIDENBEUTEL,12000,75,FALSE,8000,[],0,WOMAN IN A VILLAGE LANDSCAPE,[],2010,"signed Seidenbeutel (lower right); signed Seidenbeutel and titled (on the reverse) oil on card 19 by 22 in. 48.3 by 55.8 cm. Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder"">  Identical twins, Efroim and Menashe Seidenbeutel, were born into an impoverished family where education was encouraged. Their artists talents were evident from an early age and eventually, they attended the exclusive and prestigious Academy of Fine Arts in Warsaw. They painted together and despite their distinctive artistic styles, it was not unusual for them to add details to each others artwork. In the early 1930s, the Seidenbeutels often traveled to Krakow, depicting the happy and blissful environment there. According to Mieczyslaw Wallis, ""their many new paintings had little to do with the well-known monuments of Krakow but were views of the city's suburbs and byways ? of red-tiled roofs, vegetable gardens, families sitting down to dinner as smoke rose from the chimneys of their homes."" As the 1940s approached, the Seidenbeutels' work began to change, often reflecting the political climate of the impending war and the increasing sense of fear felt among the Jewish community in Poland. The brothers lost their lives at the hands of the Nazis at Flossenburg concentration camp just before it was liberated in April 1945. The spontaneity and loose brushstrokes in the present lotare typical ofEfroim's style. His bother, Menashe tended to be more retrained in his approach."
2492,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],YEHUDIT SASPORTAS,18000,94,TRUE,12000,[],15000,THE VOICES OF SEPTEMBER&#39;S NIGHT,[],2010,"ink on paper 78 3/4 by 59 in. 200 by 150 cm Executed in 2006. Provenance   Sommer Contemporary Art, Tel Aviv"
2493,15-Dec-10,israeli-and-international-art-n08690,Israeli and International Art,USD,[],YEHUDIT SASPORTAS,15000,95,TRUE,10000,[],0,,[],2010,"Provenance  Sommer Contemporary Art, Tel Aviv"
2494,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],FRONT,40000,1,TRUE,30000,[],40625,PROTOTYPE MATERIALIZED SKETCH OF A CHAIR WITH RECTANGULAR BACK,[],2010,"from an edition of 3 plus 2 prototypes signed and numbered AP 1/2 thermoplastic powder 27 3/4 in. 70.5 cm high executed 2005 Literature   Sketch Furniture by Front, Tokyo, 2007, p. 7 Steven Skov Holt and Maria Holt Shov, ""Please Don't Be Seated,"" ArtNews , December 2008, p. 109 ""Das Schweinesystem,"" Das Kunstmagazin, October 2010, p. 61"
2495,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],JULES OLITSKI,120000,11,TRUE,80000,[],134500,UNTITLED,[],2010,"signed and dated 1963 on the reverse acrylic on canvas 45 by 54 in. 114.3 by 137.2 cm Provenance  Richard Gray Gallery, Chicago Acquired by present owner from the above"
2496,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],STUDIO JOB,70000,116,TRUE,50000,[],62500,"""PERISHED"" FOUR-PANEL SCREEN",[],2010,"with inlaid signature Job macassar ebony with laser-cut bird's eye maple inlays each panel: 70 7/8 by 19 5/8 by 2 in. 180 by 49.8 by 5.1 cm executed 2006 number 6 fromthe edition of 6 Provenance  Moss, New York"
2497,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],ANDREA MASTROVITO,7000,122,TRUE,5000,[],625,SAINT FRANCOIS (TRIPTYCH),[],2010,"decoupage, watercolor and ink collaged on panel i, ii: 26 by 19 1/4 in. 66 by 48.9 cm iii: 27 3/4 by 39 1/4 in. 70.5 by 99.7 cm Executed in 2003. Provenance  Analix Forever Gallery, Geneva Acquired by the present owner from the above"
2498,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],JULES OLITSKI,35000,20,TRUE,25000,[],40625,LARRO 12,[],2010,"""Philosophy asked:What is an object of art? Now painting asks: Why should a color be of an object at all, why can't color escape objects altogether? But it equally asks: Why should objects ""have"" color (or set of colors) at all, why can't objects escape color altogether?"" Michael Fried (Exh. Cat., Washington, D.C. (and traveling), The Corcoran Gallery fo Art, Jules Olitski: Paintings 1963 - 1967 , 1967, p. 20) signed, titled and dated 1972 on the reverse acrylic on canvas 84 1/2 by 80 1/2 in. 214.6 by 204.5 cm Provenance   Lawrence Rubin Gallery, New York Acquavella Contemporary Art, New York Acquired by the present owner from the above"
2499,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],ED RUSCHA,150000,44,TRUE,100000,[],122500,UNTITLED (CASS),[],2010,"signed, inscribed HAPPY B DAY CASS and dated '72 temperaand pencil over silkscreen on paper 17 1/2 by 44 in 44.5 by 111.8 cm Executed in 1972, this work will be included in a forthcoming volume of <i>Edward Ruscha: Catalogue Raisonn of the Works on Paper</i>. Provenance  Gift of the artist to Cass Elliot (Mama Cass), 1972 By descent to the present owner"
2500,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],BERND AND HILLA BECHER,10000,64,TRUE,8000,[],7500,"MAISONCELLES, SEINE-MARNE, FRANCE",[],2010,"signed and numbered BHB.144.X on the reverse gelatin silver print 24 by 20 1/4 in. 61 by 51.4 cm Executedin 1972-99,this work is from the edition of 5. Provenance  Fraenkel Gallery, San Francisco Acquired by the present owner from the above"
2501,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],ROBERT RAUSCHENBERG,300000,8,FALSE,200000,[],0,UNTITLED,[],2010,"signed and dated 73 solvent transfer, gouache, pencil and collage on paper 73 by 24 in. 186.1 by 61.6 cm. Provenance  Leo<b> </b>Castelli Gallery, New York (acquired directly from the artist) James Mayor Gallery, London Alan Power, England James Mayor Gallery, London Denise Rene and Hans Meyer, Dsseldorf Klaus Laver, Badenweiler Private Collection"
2502,14-Dec-10,fusion-contemporary-art-and-design-n08748,Fusion: Contemporary Art and Design,USD,[],ED RUSCHA,35000,96,TRUE,25000,[],25000,BUSTED GLASS #29,[],2010,"Signed and dated 2009 acrylic on board 11 3/4 by 8 3/4 in. 29.8 by 22.2 cm Executed in 2009, this work will be included in a forthcoming volume of <i>Edward Ruscha: Catalogue Raisonn of the Works on Paper</i>. Provenance   Gagosian Gallery, New York"
2503,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],ANDRES SERRANO,15000,100,TRUE,10000,[],34375,DISCOBOLO (PISS SERIES),[],2010,"signed, titled and numbered 6/10 in pencil on reverse. Cibachrome print 40 by 27 1/2 in. 101 by 70 cm. Executed in 1988. Provenance  Paul Cooper Gallery, New York Andr Simoens, Knokke"
2504,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],DR. LAKRA,7000,115,TRUE,5000,[],6875,UNTITLED (CINEGRAMAS),[],2010,"signed ink, watercolor, gouache and collage on vintage magazine sheet 14 1/4 by 10 5/8 in. 36.2 by 27 cm. Executed in 2004."
2505,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],FRED TOMASELLI,15000,14,TRUE,10000,[],17500,RED STAR,[],2010,"signed, titled and dated 2002 in the margin colored pencil and gouache on photogram 13 7/8 by 10 1/2 in. 35.2 by 26.7 cm. Provenance  James Cohan Gallery, New York"
2506,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],"LOS CARPINTEROS: DABOBERTO RODRÍGUEZ SÁNCHEZ (B. 1969), MARCO ANTONIO...",15000,172,TRUE,10000,[],13750,JUGANDO CON EL LIMITE,[],2010,signed and dated 2000 watercolor on paper 29 1/2 by 41 in. 75 by 104.2 cm.
2507,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],LOS CARPINTEROS: DAGOBERTO RODRÍGUEZ (B. 1969) AND MARCOS CASTILLO (B....,15000,255,TRUE,10000,[],37500,PANERA (BREADBOX),[],2010,"inscribed with signature, numbered 2/5 and dated 2004 maple wood 34 1/2 by 123 1/2 by 18 in. 87.6 by 312.4 by 45.7 cm. Provenance   Anthony Grant, Inc., New York"
2508,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],"LUO WEIDONG, LUO WEIGUO & LUO WEIBING",12000,274,FALSE,8000,[],0,WELCOME TO THE WORLD&#39;S FAMOUS BRAND,[],2010,"signed in C hinese, dated 2003 , and numbered 7/8 resin 54 by 21 by 19 in. 137.1 by 53.3 by 48.2 cm. Provenance   Sara Meltzer Gallery, New York"
2509,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],ANDREW LORD,10000,310,TRUE,7000,[],11250,"UNTITLED: VASE, PITCHER, BOWL: THREE WORKS",[],2010,"ceramic the largest: 13 by 24 by 12 in. 33 by 61 by 30.5 cm. Provenance  Blum Helman Gallery, Inc., New York"
2510,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],KAREL APPEL,25000,315,FALSE,18000,[],0,UNTITLED,[],2010,"signed and dated 77 acrylic on paper plates, detergent box, and plastic parts 22 by 18 by 4 in. 55.9 by 45.7 by 10.2 cm. This work is registered in the Archive of the Karel Appel Foundation. Literature  Pierre Restany, Street Art, Ceramics, Sculpture, Woodreliefs, Tapestries, Murals, Villa El Salvador , Abbeville Press, 1985, no. 83, p. 80."
2511,9-Mar-10,contemporary-art-n08617,Contemporary Art,USD,[],ED RUSCHA,120000,33,TRUE,80000,[],110500,RUSTY SILENCERS,[],2010,"signed and dated 1979 pastel and graphite on grumbacher paper 23 1/8 by 29 1/8 in. 85 by 70 cm. This work will be included in a forthcoming volume of Edward Ruscha: Catalogue Raisonn of the Works on Paper. Provenance  Private Collection, Europe"
